data1,data2,data3,data4,data5,data6,data7,data8
42,72,04,60,7E,FF,74,00
4A,72,04,60,7D,FF,74,00
52,72,04,60,7C,FF,74,00
6A,72,04,60,78,FF,75,00
72,72,04,60,77,FF,75,00
7A,72,04,60,76,FF,75,00
02,72,04,60,85,FF,75,00
1A,72,04,60,83,FF,74,00
22,72,04,60,82,FF,74,00
5A,72,04,60,7B,FF,74,00
62,72,04,60,7A,FF,74,00
6A,72,04,60,79,FF,74,00
72,72,04,60,78,FF,74,00
2A,72,04,60,81,FF,74,00
32,72,04,60,80,FF,74,00
0A,72,04,60,84,FF,75,00
12,72,04,60,83,FF,75,00
4A,72,04,60,7C,FF,75,00
52,72,04,60,7B,FF,75,00
5A,72,04,60,79,FF,76,00
62,72,04,60,78,FF,76,00
7A,72,04,60,75,FF,76,00
02,72,04,60,84,FF,76,00
0A,72,04,60,83,FF,76,00
12,72,04,60,82,FF,76,00
3A,72,04,60,80,FF,73,00
42,72,04,60,7F,FF,73,00
4A,72,04,60,80,FF,71,00
52,72,04,60,7F,FF,71,00
5A,72,04,60,80,FF,6F,00
62,72,04,60,7F,FF,6F,00
6A,72,04,60,7F,FF,6E,00
72,72,04,60,7E,FF,6E,00
7A,72,04,60,7F,FF,6C,00
02,72,04,60,8E,FF,6C,00
0A,72,04,60,8E,FF,6B,00
12,72,04,60,8D,FF,6B,00
1A,72,04,60,8E,FF,69,00
22,72,04,60,8D,FF,69,00
2A,72,04,60,8D,FF,68,00
32,72,04,60,8C,FF,68,00
3A,72,04,60,8D,FF,66,00
42,72,04,60,8C,FF,66,00
4A,72,04,60,8C,FF,65,00
52,72,04,60,8B,FF,65,00
5A,72,04,60,8C,FF,63,00
62,72,04,60,8B,FF,63,00
6A,72,04,60,8A,FF,63,00
72,72,04,60,89,FF,63,00
7A,72,04,60,89,FF,62,00
02,72,04,60,98,FF,62,00
0A,72,04,60,97,FF,62,00
12,72,04,60,96,FF,62,00
1A,72,04,60,96,FF,61,00
22,72,04,60,95,FF,61,00
2A,72,04,60,94,FF,61,00
32,72,04,60,93,FF,61,00
3A,72,04,60,92,FF,61,00
42,72,04,60,91,FF,61,00
4A,72,04,60,90,FF,61,00
52,72,04,60,8F,FF,61,00
5A,72,04,60,8E,FF,61,00
62,72,04,60,8D,FF,61,00
6A,72,04,60,8C,FF,61,00
72,72,04,60,8B,FF,61,00
7A,72,04,60,8A,FF,61,00
02,72,04,60,99,FF,61,00
2A,72,04,60,93,FF,62,00
32,72,04,60,92,FF,62,00
3A,72,04,60,90,FF,63,00
42,72,04,60,8F,FF,63,00
4A,72,04,60,8E,FF,63,00
52,72,04,60,8D,FF,63,00
5A,72,04,60,8D,FF,62,00
62,72,04,60,8C,FF,62,00
6A,72,04,60,8B,FF,62,00
72,72,04,60,8A,FF,62,00
7A,72,04,60,87,FF,64,00
02,72,04,60,96,FF,64,00
0A,72,04,60,96,FF,63,00
12,72,04,60,95,FF,63,00
1A,72,04,60,93,FF,64,00
22,72,04,60,92,FF,64,00
2A,72,04,60,91,FF,64,00
32,72,04,60,90,FF,64,00
3A,72,04,60,8F,FF,64,00
42,72,04,60,8E,FF,64,00
5A,72,04,60,8A,FF,65,00
62,72,04,60,89,FF,65,00
6A,72,04,60,88,FF,65,00
72,72,04,60,87,FF,65,00
7A,72,04,60,85,FF,66,00
02,72,04,60,94,FF,66,00
0A,72,04,60,94,FF,65,00
12,72,04,60,93,FF,65,00
1A,72,04,60,92,FF,65,00
22,72,04,60,91,FF,65,00
2A,72,04,60,8F,FF,66,00
32,72,04,60,8E,FF,66,00
3A,72,04,60,8E,FF,65,00
42,72,04,60,8D,FF,65,00
6A,72,04,60,89,FF,64,00
72,72,04,60,88,FF,64,00
0A,72,04,60,95,FF,64,00
12,72,04,60,94,FF,64,00
1A,72,04,60,95,FF,62,00
22,72,04,60,94,FF,62,00
3A,72,04,60,93,FF,60,00
42,72,04,60,92,FF,60,00
4A,72,04,60,93,FF,5E,00
52,72,04,60,92,FF,5E,00
5A,72,04,60,92,FF,5D,00
62,72,04,60,91,FF,5D,00
6A,72,04,60,92,FF,5B,00
72,72,04,60,91,FF,5B,00
7A,72,04,60,91,FF,5A,00
02,72,04,60,A0,FF,5A,00
0A,72,04,60,9F,FF,5A,00
12,72,04,60,9E,FF,5A,00
1A,72,04,60,9F,FF,58,00
22,72,04,60,9E,FF,58,00
2A,72,04,60,9D,FF,58,00
32,72,04,60,9C,FF,58,00
3A,72,04,60,9C,FF,57,00
42,72,04,60,9B,FF,57,00
4A,72,04,60,9C,FF,55,00
52,72,04,60,9B,FF,55,00
5A,72,04,60,9A,FF,55,00
62,72,04,60,99,FF,55,00
6A,72,04,60,99,FF,54,00
72,72,04,60,98,FF,54,00
7A,72,04,60,97,FF,54,00
02,72,04,60,A6,FF,54,00
0A,72,04,60,A5,FF,54,00
12,72,04,60,A4,FF,54,00
1A,72,04,60,A3,FF,54,00
22,72,04,60,A2,FF,54,00
2A,72,04,60,A0,FF,55,00
32,72,04,60,9F,FF,55,00
3A,72,04,60,9E,FF,55,00
42,72,04,60,9D,FF,55,00
5A,72,04,60,99,FF,56,00
62,72,04,60,98,FF,56,00
6A,72,04,60,97,FF,56,00
72,72,04,60,96,FF,56,00
7A,72,04,60,94,FF,57,00
02,72,04,60,A3,FF,57,00
0A,72,04,60,A3,FF,56,00
12,72,04,60,A2,FF,56,00
1A,72,04,60,A1,FF,56,00
22,72,04,60,A0,FF,56,00
2A,72,04,60,9E,FF,57,00
32,72,04,60,9D,FF,57,00
4A,72,04,60,9A,FF,57,00
52,72,04,60,99,FF,57,00
5A,72,04,60,98,FF,57,00
62,72,04,60,97,FF,57,00
6A,72,04,60,95,FF,58,00
72,72,04,60,94,FF,58,00
7A,72,04,60,93,FF,58,00
02,72,04,60,A2,FF,58,00
0A,72,04,60,A0,FF,59,00
12,72,04,60,9F,FF,59,00
2A,72,04,60,9C,FF,59,00
32,72,04,60,9B,FF,59,00
3A,72,04,60,9A,FF,59,00
42,72,04,60,99,FF,59,00
4A,72,04,60,97,FF,5A,00
52,72,04,60,96,FF,5A,00
5A,72,04,60,97,FF,58,00
62,72,04,60,96,FF,58,00
6A,72,04,60,93,FF,5A,00
72,72,04,60,92,FF,5A,00
0A,72,04,60,9E,FF,5B,00
12,72,04,60,9D,FF,5B,00
1A,72,04,60,9D,FF,5A,00
22,72,04,60,9C,FF,5A,00
2A,72,04,60,9B,FF,5A,00
32,72,04,60,9A,FF,5A,00
3A,72,04,60,98,FF,5B,00
42,72,04,60,97,FF,5B,00
4A,72,04,60,96,FF,5B,00
52,72,04,60,95,FF,5B,00
5A,72,04,60,95,FF,5A,00
62,72,04,60,94,FF,5A,00
6A,72,04,60,94,FF,59,00
72,72,04,60,93,FF,59,00
0A,72,04,60,A1,FF,58,00
12,72,04,60,A0,FF,58,00
3A,72,04,60,9F,FF,54,00
42,72,04,60,9E,FF,54,00
4A,72,04,60,9F,FF,52,00
52,72,04,60,9E,FF,52,00
5A,72,04,60,9D,FF,52,00
62,72,04,60,9C,FF,52,00
6A,72,04,60,9C,FF,51,00
72,72,04,60,9B,FF,51,00
7A,72,04,60,9B,FF,50,00
02,72,04,60,AA,FF,50,00
0A,72,04,60,AA,FF,4F,00
12,72,04,60,A9,FF,4F,00
1A,72,04,60,A9,FF,4E,00
22,72,04,60,A8,FF,4E,00
2A,72,04,60,A8,FF,4D,00
32,72,04,60,A7,FF,4D,00
3A,72,04,60,A7,FF,4C,00
42,72,04,60,A6,FF,4C,00
4A,72,04,60,A4,FF,4D,00
52,72,04,60,A3,FF,4D,00
5A,72,04,60,A3,FF,4C,00
62,72,04,60,A2,FF,4C,00
6A,72,04,60,A1,FF,4C,00
72,72,04,60,A0,FF,4C,00
7A,72,04,60,9E,FF,4D,00
02,72,04,60,AD,FF,4D,00
0A,72,04,60,AD,FF,4C,00
12,72,04,60,AC,FF,4C,00
1A,72,04,60,AA,FF,4D,00
22,72,04,60,A9,FF,4D,00
2A,72,04,60,A7,FF,4E,00
32,72,04,60,A6,FF,4E,00
3A,72,04,60,A5,FF,4E,00
42,72,04,60,A4,FF,4E,00
4A,72,04,60,A2,FF,4F,00
52,72,04,60,A1,FF,4F,00
5A,72,04,60,A0,FF,4F,00
62,72,04,60,9F,FF,4F,00
6A,72,04,60,9D,FF,50,00
72,72,04,60,9C,FF,50,00
7A,72,04,60,9A,FF,51,00
02,72,04,60,A9,FF,51,00
0A,72,04,60,A8,FF,51,00
12,72,04,60,A7,FF,51,00
1A,72,04,60,A6,FF,51,00
22,72,04,60,A5,FF,51,00
2A,72,04,60,A3,FF,52,00
32,72,04,60,A2,FF,52,00
3A,72,04,60,A1,FF,52,00
42,72,04,60,A0,FF,52,00
6A,72,04,60,9B,FF,52,00
72,72,04,60,9A,FF,52,00
7A,72,04,60,98,FF,53,00
02,72,04,60,A7,FF,53,00
0A,72,04,60,A6,FF,53,00
12,72,04,60,A5,FF,53,00
1A,72,04,60,A4,FF,53,00
22,72,04,60,A3,FF,53,00
5A,72,04,60,9E,FF,51,00
62,72,04,60,9D,FF,51,00
7A,72,04,60,9C,FF,4F,00
02,72,04,60,AB,FF,4F,00
0A,72,04,60,AB,FF,4E,00
12,72,04,60,AA,FF,4E,00
2A,72,04,60,A9,FF,4C,00
32,72,04,60,A8,FF,4C,00
4A,72,04,60,A7,FF,4A,00
52,72,04,60,A6,FF,4A,00
5A,72,04,60,A5,FF,4A,00
62,72,04,60,A4,FF,4A,00
6A,72,04,60,A4,FF,49,00
72,72,04,60,A3,FF,49,00
7A,72,04,60,A3,FF,48,00
02,72,04,60,B2,FF,48,00
0A,72,04,60,B2,FF,47,00
12,72,04,60,B1,FF,47,00
1A,72,04,60,AF,FF,48,00
22,72,04,60,AE,FF,48,00
2A,72,04,60,AF,FF,46,00
32,72,04,60,AE,FF,46,00
3A,72,04,60,AD,FF,46,00
42,72,04,60,AC,FF,46,00
4A,72,04,60,AB,FF,46,00
52,72,04,60,AA,FF,46,00
5A,72,04,60,A9,FF,46,00
62,72,04,60,A8,FF,46,00
6A,72,04,60,A7,FF,46,00
72,72,04,60,A6,FF,46,00
7A,72,04,60,A5,FF,46,00
02,72,04,60,B4,FF,46,00
0A,72,04,60,B1,FF,48,00
12,72,04,60,B0,FF,48,00
2A,72,04,60,AD,FF,48,00
32,72,04,60,AC,FF,48,00
3A,72,04,60,AB,FF,48,00
42,72,04,60,AA,FF,48,00
4A,72,04,60,A9,FF,48,00
52,72,04,60,A8,FF,48,00
5A,72,04,60,A6,FF,49,00
62,72,04,60,A5,FF,49,00
6A,72,04,60,A3,FF,4A,00
72,72,04,60,A2,FF,4A,00
7A,72,04,60,A1,FF,4A,00
02,72,04,60,B0,FF,4A,00
0A,72,04,60,AE,FF,4B,00
12,72,04,60,AD,FF,4B,00
1A,72,04,60,AC,FF,4B,00
22,72,04,60,AB,FF,4B,00
2A,72,04,60,AA,FF,4B,00
32,72,04,60,A9,FF,4B,00
5A,72,04,60,A2,FF,4D,00
62,72,04,60,A1,FF,4D,00
6A,72,04,60,A0,FF,4D,00
72,72,04,60,9F,FF,4D,00
0A,72,04,60,AC,FF,4D,00
12,72,04,60,AB,FF,4D,00
4A,72,04,60,A5,FF,4C,00
52,72,04,60,A4,FF,4C,00
5A,72,04,60,A4,FF,4B,00
62,72,04,60,A3,FF,4B,00
1A,72,04,60,B0,FF,47,00
22,72,04,60,AF,FF,47,00
2A,72,04,60,AE,FF,47,00
32,72,04,60,AD,FF,47,00
3A,72,04,60,AF,FF,44,00
42,72,04,60,AE,FF,44,00
4A,72,04,60,AE,FF,43,00
52,72,04,60,AD,FF,43,00
5A,72,04,60,AC,FF,43,00
62,72,04,60,AB,FF,43,00
6A,72,04,60,AB,FF,42,00
72,72,04,60,AA,FF,42,00
7A,72,04,60,AA,FF,41,00
02,72,04,60,B9,FF,41,00
0A,72,04,60,B8,FF,41,00
12,72,04,60,B7,FF,41,00
1A,72,04,60,B7,FF,40,00
22,72,04,60,B6,FF,40,00
2A,72,04,60,B5,FF,40,00
32,72,04,60,B4,FF,40,00
3A,72,04,60,B3,FF,40,00
42,72,04,60,B2,FF,40,00
4A,72,04,60,B1,FF,40,00
52,72,04,60,B0,FF,40,00
5A,72,04,60,AE,FF,41,00
62,72,04,60,AD,FF,41,00
6A,72,04,60,AC,FF,41,00
72,72,04,60,AB,FF,41,00
7A,72,04,60,A9,FF,42,00
02,72,04,60,B8,FF,42,00
0A,72,04,60,B7,FF,42,00
12,72,04,60,B6,FF,42,00
1A,72,04,60,B4,FF,43,00
22,72,04,60,B3,FF,43,00
2A,72,04,60,B2,FF,43,00
32,72,04,60,B1,FF,43,00
3A,72,04,60,B0,FF,43,00
42,72,04,60,AF,FF,43,00
4A,72,04,60,AD,FF,44,00
52,72,04,60,AC,FF,44,00
4A,72,04,60,A8,FF,49,00
52,72,04,60,A7,FF,49,00
5A,72,04,60,A7,FF,48,00
62,72,04,60,A6,FF,48,00
6A,72,04,60,A5,FF,48,00
72,72,04,60,A4,FF,48,00
7A,72,04,60,A2,FF,49,00
02,72,04,60,B1,FF,49,00
3A,72,04,60,AC,FF,47,00
42,72,04,60,AB,FF,47,00
6A,72,04,60,A9,FF,44,00
72,72,04,60,A8,FF,44,00
3A,72,04,60,B5,FF,3E,00
42,72,04,60,B4,FF,3E,00
4A,72,04,60,B3,FF,3E,00
52,72,04,60,B2,FF,3E,00
5A,72,04,60,B1,FF,3E,00
62,72,04,60,B0,FF,3E,00
6A,72,04,60,AF,FF,3E,00
72,72,04,60,AE,FF,3E,00
7A,72,04,60,AE,FF,3D,00
02,72,04,60,BD,FF,3D,00
0A,72,04,60,BC,FF,3D,00
12,72,04,60,BB,FF,3D,00
1A,72,04,60,BA,FF,3D,00
22,72,04,60,B9,FF,3D,00
2A,72,04,60,B8,FF,3D,00
32,72,04,60,B7,FF,3D,00
3A,72,04,60,B6,FF,3D,00
42,72,04,60,B5,FF,3D,00
4A,72,04,60,B4,FF,3D,00
52,72,04,60,B3,FF,3D,00
7A,72,04,60,AC,FF,3F,00
02,72,04,60,BB,FF,3F,00
0A,72,04,60,B9,FF,40,00
12,72,04,60,B8,FF,40,00
2A,72,04,60,B4,FF,41,00
32,72,04,60,B3,FF,41,00
3A,72,04,60,B1,FF,42,00
42,72,04,60,B0,FF,42,00
4A,72,04,60,B0,FF,41,00
52,72,04,60,AF,FF,41,00
5A,72,04,60,AD,FF,42,00
62,72,04,60,AC,FF,42,00
0A,72,04,60,B6,FF,43,00
12,72,04,60,B5,FF,43,00
4A,72,04,60,AF,FF,42,00
52,72,04,60,AE,FF,42,00
2A,72,04,60,B6,FF,3F,00
32,72,04,60,B5,FF,3F,00
6A,72,04,60,B0,FF,3D,00
72,72,04,60,AF,FF,3D,00
7A,72,04,60,AF,FF,3C,00
02,72,04,60,BE,FF,3C,00
0A,72,04,60,BD,FF,3C,00
12,72,04,60,BC,FF,3C,00
1A,72,04,60,BB,FF,3C,00
22,72,04,60,BA,FF,3C,00
2A,72,04,60,BA,FF,3B,00
32,72,04,60,B9,FF,3B,00
3A,72,04,60,B8,FF,3B,00
42,72,04,60,B7,FF,3B,00
4A,72,04,60,B6,FF,3B,00
52,72,04,60,B5,FF,3B,00
5A,72,04,60,B4,FF,3B,00
62,72,04,60,B3,FF,3B,00
6A,72,04,60,B3,FF,3A,00
72,72,04,60,B2,FF,3A,00
7A,72,04,60,B0,FF,3B,00
02,72,04,60,BF,FF,3B,00
0A,72,04,60,BE,FF,3B,00
12,72,04,60,BD,FF,3B,00
1A,72,04,60,BC,FF,3B,00
22,72,04,60,BB,FF,3B,00
2A,72,04,60,B9,FF,3C,00
32,72,04,60,B8,FF,3C,00
3A,72,04,60,B7,FF,3C,00
42,72,04,60,B6,FF,3C,00
4A,72,04,60,B5,FF,3C,00
52,72,04,60,B4,FF,3C,00
5A,72,04,60,B2,FF,3D,00
62,72,04,60,B1,FF,3D,00
6A,72,04,60,B1,FF,3C,00
72,72,04,60,B0,FF,3C,00
0A,72,04,60,BB,FF,3E,00
12,72,04,60,BA,FF,3E,00
1A,72,04,60,B9,FF,3E,00
22,72,04,60,B8,FF,3E,00
2A,72,04,60,B7,FF,3E,00
32,72,04,60,B6,FF,3E,00
5A,72,04,60,B0,FF,3F,00
62,72,04,60,AF,FF,3F,00
6A,72,04,60,AE,FF,3F,00
72,72,04,60,AD,FF,3F,00
3A,72,04,60,B9,FF,3A,00
42,72,04,60,B8,FF,3A,00
4A,72,04,60,B7,FF,3A,00
52,72,04,60,B6,FF,3A,00
5A,72,04,60,B6,FF,39,00
62,72,04,60,B5,FF,39,00
7A,72,04,60,B2,FF,39,00
02,72,04,60,C1,FF,39,00
0A,72,04,60,C0,FF,39,00
12,72,04,60,BF,FF,39,00
1A,72,04,60,BE,FF,39,00
22,72,04,60,BD,FF,39,00
2A,72,04,60,BC,FF,39,00
32,72,04,60,BB,FF,39,00
3A,72,04,60,BA,FF,39,00
42,72,04,60,B9,FF,39,00
4A,72,04,60,B8,FF,39,00
52,72,04,60,B7,FF,39,00
6A,72,04,60,B4,FF,39,00
72,72,04,60,B3,FF,39,00
3A,72,04,60,B4,FF,3F,00
42,72,04,60,B3,FF,3F,00
7A,72,04,60,AD,FF,3E,00
02,72,04,60,BC,FF,3E,00
5A,72,04,60,B7,FF,38,00
62,72,04,60,B6,FF,38,00
6A,72,04,60,B5,FF,38,00
72,72,04,60,B4,FF,38,00
7A,72,04,60,B4,FF,37,00
02,72,04,60,C3,FF,37,00
0A,72,04,60,C2,FF,37,00
12,72,04,60,C1,FF,37,00
1A,72,04,60,C1,FF,36,00
22,72,04,60,C0,FF,36,00
2A,72,04,60,BF,FF,36,00
32,72,04,60,BE,FF,36,00
3A,72,04,60,BE,FF,35,00
42,72,04,60,BD,FF,35,00
4A,72,04,60,BB,FF,36,00
52,72,04,60,BA,FF,36,00
5A,72,04,60,BA,FF,35,00
62,72,04,60,B9,FF,35,00
6A,72,04,60,B8,FF,35,00
72,72,04,60,B7,FF,35,00
0A,72,04,60,C3,FF,36,00
12,72,04,60,C2,FF,36,00
1A,72,04,60,C0,FF,37,00
22,72,04,60,BF,FF,37,00
2A,72,04,60,BD,FF,38,00
32,72,04,60,BC,FF,38,00
3A,72,04,60,BC,FF,37,00
42,72,04,60,BB,FF,37,00
7A,71,04,60,D8,02,13,00
02,71,04,60,E6,02,14,00
0A,71,04,60,E5,02,14,00
12,71,04,60,E3,02,15,00
1A,71,04,60,E2,02,15,00
22,71,04,60,E1,02,15,00
2A,71,04,60,E0,02,15,00
32,71,04,60,DE,02,16,00
3A,71,04,60,DD,02,16,00
42,71,04,60,DB,02,17,00
5A,71,04,60,D8,02,17,00
62,71,04,60,D5,02,19,00
6A,71,04,60,D4,02,19,00
72,71,04,60,D3,02,19,00
7A,71,04,60,D2,02,19,00
02,71,04,60,E1,02,19,00
0A,71,04,60,E0,02,19,00
12,71,04,60,DF,02,19,00
1A,71,04,60,DE,02,19,00
22,71,04,60,DC,02,1A,00
2A,71,04,60,DB,02,1A,00
32,71,04,60,DB,02,19,00
42,71,04,60,D8,02,1A,00
4A,71,04,60,D7,02,1A,00
52,71,04,60,D6,02,1A,00
5A,71,04,60,D5,02,1A,00
12,71,04,60,E2,02,16,00
1A,71,04,60,E1,02,16,00
22,71,04,60,E0,02,16,00
2A,71,04,60,DF,02,16,00
32,71,04,60,DF,02,15,00
3A,71,04,60,DE,02,15,00
42,71,04,60,DD,02,15,00
4A,71,04,60,DC,02,15,00
52,71,04,60,DC,02,14,00
5A,71,04,60,DB,02,14,00
62,71,04,60,DA,02,14,00
6A,71,04,60,D9,02,14,00
72,71,04,60,D8,02,14,00
7A,71,04,60,D7,02,14,00
02,71,04,60,E7,02,13,00
0A,71,04,60,E6,02,13,00
12,71,04,60,E5,02,13,00
1A,71,04,60,E4,02,13,00
22,71,04,60,E2,02,14,00
2A,71,04,60,E1,02,14,00
32,71,04,60,E0,02,14,00
3A,71,04,60,DF,02,14,00
42,71,04,60,DE,02,14,00
4A,71,04,60,DD,02,14,00
62,71,04,60,D9,02,15,00
7A,71,04,60,D6,02,15,00
02,71,04,60,E4,02,16,00
0A,71,04,60,E3,02,16,00
22,71,04,60,DD,02,19,00
2A,71,04,60,DC,02,19,00
32,71,04,60,DA,02,1A,00
3A,71,04,60,D9,02,1A,00
42,71,04,60,D7,02,1B,00
4A,71,04,60,D6,02,1B,00
52,71,04,60,D4,02,1C,00
5A,71,04,60,D3,02,1C,00
62,71,04,60,D2,02,1C,00
6A,71,04,60,D1,02,1C,00
72,71,04,60,CF,02,1D,00
7A,71,04,60,CE,02,1D,00
02,71,04,60,DD,02,1D,00
0A,71,04,60,DC,02,1D,00
12,71,04,60,DB,02,1D,00
1A,71,04,60,DA,02,1D,00
22,71,04,60,D8,02,1E,00
2A,71,04,60,D7,02,1E,00
32,71,04,60,D6,02,1E,00
3A,71,04,60,D5,02,1E,00
42,71,04,60,D4,02,1E,00
4A,71,04,60,D3,02,1E,00
52,71,04,60,D2,02,1E,00
5A,71,04,60,D1,02,1E,00
62,71,04,60,D0,02,1E,00
6A,71,04,60,CF,02,1E,00
12,71,04,60,DC,02,1C,00
2A,71,04,60,D9,02,1C,00
32,71,04,60,D8,02,1C,00
3A,71,04,60,D7,02,1C,00
62,71,04,60,D4,02,1A,00
6A,71,04,60,D3,02,1A,00
12,71,04,60,E1,02,17,00
1A,71,04,60,E0,02,17,00
22,71,04,60,DF,02,17,00
2A,71,04,60,DE,02,17,00
4A,71,04,60,D8,02,19,00
52,71,04,60,D7,02,19,00
5A,71,04,60,D6,02,19,00
72,71,04,60,D2,02,1A,00
7A,71,04,60,D1,02,1A,00
02,71,04,60,E0,02,1A,00
0A,71,04,60,DF,02,1A,00
12,71,04,60,DD,02,1B,00
1A,71,04,60,DC,02,1B,00
22,71,04,60,DB,02,1B,00
42,71,04,60,D5,02,1D,00
4A,71,04,60,D4,02,1D,00
52,71,04,60,D3,02,1D,00
5A,71,04,60,D2,02,1D,00
72,71,04,60,CD,02,1F,00
02,71,04,60,DC,02,1E,00
12,71,04,60,D9,02,1F,00
1A,71,04,60,D8,02,1F,00
22,71,04,60,D6,02,20,00
2A,71,04,60,D5,02,20,00
32,71,04,60,D5,02,1F,00
3A,71,04,60,D4,02,1F,00
42,71,04,60,D3,02,1F,00
4A,71,04,60,D2,02,1F,00
52,71,04,60,D0,02,20,00
5A,71,04,60,CF,02,20,00
62,71,04,60,CF,02,1F,00
6A,71,04,60,CE,02,1F,00
0A,71,04,60,DA,02,1F,00
1A,71,04,60,D9,02,1E,00
42,71,04,60,D6,02,1C,00
4A,71,04,60,D5,02,1C,00
72,71,04,60,D1,02,1B,00
7A,71,04,60,D0,02,1B,00
52,71,04,60,D5,02,1B,00
5A,71,04,60,D4,02,1B,00
62,71,04,60,D3,02,1B,00
6A,71,04,60,D2,02,1B,00
02,71,04,60,DE,02,1C,00
0A,71,04,60,DD,02,1C,00
22,71,04,60,D9,02,1D,00
2A,71,04,60,D8,02,1D,00
62,71,04,60,CE,02,20,00
72,71,04,60,CB,02,21,00
7A,71,04,60,CA,02,21,00
02,71,04,60,D9,02,21,00
0A,71,04,60,D8,02,21,00
12,71,04,60,D7,02,21,00
1A,71,04,60,D6,02,21,00
22,71,04,60,D4,02,22,00
2A,71,04,60,D3,02,22,00
32,71,04,60,D2,02,22,00
3A,71,04,60,D1,02,22,00
42,71,04,60,D0,02,22,00
4A,71,04,60,CF,02,22,00
52,71,04,60,CE,02,22,00
5A,71,04,60,CD,02,22,00
62,71,04,60,CC,02,22,00
6A,71,04,60,CB,02,22,00
72,71,04,60,CA,02,22,00
7A,71,04,60,C9,02,22,00
02,71,04,60,D8,02,22,00
0A,71,04,60,D7,02,22,00
12,71,04,60,D6,02,22,00
1A,71,04,60,D5,02,22,00
6A,71,04,60,CC,02,21,00
7A,71,04,60,CB,02,20,00
02,71,04,60,DA,02,20,00
0A,71,04,60,D9,02,20,00
12,71,04,60,D8,02,20,00
1A,71,04,60,D7,02,20,00
32,71,04,60,D4,02,20,00
3A,71,04,60,D3,02,20,00
52,71,04,60,D1,02,1F,00
5A,71,04,60,D0,02,1F,00
42,71,04,60,D2,02,20,00
4A,71,04,60,D1,02,20,00
32,71,04,60,D3,02,21,00
3A,71,04,60,D2,02,21,00
52,71,04,60,CF,02,21,00
5A,71,04,60,CC,02,23,00
22,71,04,60,D5,02,21,00
2A,71,04,60,D4,02,21,00
42,71,04,60,D1,02,21,00
4A,71,04,60,D0,02,21,00
42,71,04,60,CF,02,23,00
12,71,04,60,D5,02,23,00
1A,71,04,60,D4,02,23,00
22,71,04,60,D3,02,23,00
2A,71,04,60,D2,02,23,00
32,71,04,60,D1,02,23,00
3A,71,04,60,D0,02,23,00
4A,71,04,60,CD,02,24,00
62,71,04,60,CA,02,24,00
6A,71,04,60,C9,02,24,00
72,71,04,60,C8,02,24,00
7A,71,04,60,C7,02,24,00
02,71,04,60,D6,02,24,00
0A,71,04,60,D5,02,24,00
12,71,04,60,D4,02,24,00
1A,71,04,60,D3,02,24,00
22,71,04,60,D2,02,24,00
2A,71,04,60,D1,02,24,00
32,71,04,60,D0,02,24,00
52,71,04,60,CC,02,24,00
5A,71,04,60,CB,02,24,00
72,71,04,60,C9,02,23,00
7A,71,04,60,C8,02,23,00
62,71,04,60,CB,02,23,00
6A,71,04,60,CA,02,23,00
72,71,04,60,C7,02,25,00
7A,71,04,60,C6,02,25,00
02,71,04,60,D5,02,25,00
0A,71,04,60,D4,02,25,00
12,71,04,60,D3,02,25,00
1A,71,04,60,D2,02,25,00
22,71,04,60,D1,02,25,00
3A,71,04,60,CE,02,25,00
42,71,04,60,CD,02,25,00
4A,71,04,60,CC,02,25,00
52,71,04,60,CB,02,25,00
5A,71,04,60,CA,02,25,00
62,71,04,60,C9,02,25,00
6A,71,04,60,C8,02,25,00
12,71,04,60,D2,02,26,00
1A,71,04,60,D1,02,26,00
22,71,04,60,D0,02,26,00
2A,71,04,60,CF,02,26,00
32,71,04,60,CE,02,26,00
3A,71,04,60,CD,02,26,00
42,71,04,60,CC,02,26,00
4A,71,04,60,CB,02,26,00
52,71,04,60,C9,02,27,00
5A,71,04,60,C8,02,27,00
62,71,04,60,C7,02,27,00
6A,71,04,60,C6,02,27,00
72,71,04,60,C4,02,28,00
02,71,04,60,D3,02,27,00
0A,71,04,60,D2,02,27,00
1A,71,04,60,CF,02,28,00
22,71,04,60,CE,02,28,00
2A,71,04,60,CD,02,28,00
32,71,04,60,CD,02,27,00
3A,71,04,60,CC,02,27,00
42,71,04,60,CA,02,28,00
4A,71,04,60,C9,02,28,00
72,71,04,60,C5,02,27,00
7A,71,04,60,C4,02,27,00
02,71,04,60,D4,02,26,00
0A,71,04,60,D3,02,26,00
02,71,04,60,D7,02,23,00
0A,71,04,60,D6,02,23,00
2A,71,04,60,CE,02,27,00
52,71,04,60,C8,02,28,00
5A,71,04,60,C7,02,28,00
62,71,04,60,C6,02,28,00
6A,71,04,60,C5,02,28,00
72,71,04,60,C3,02,29,00
7A,71,04,60,C2,02,29,00
02,71,04,60,D1,02,29,00
0A,71,04,60,D0,02,29,00
12,71,04,60,CF,02,29,00
1A,71,04,60,CE,02,29,00
22,71,04,60,CD,02,29,00
2A,71,04,60,CC,02,29,00
32,71,04,60,CB,02,29,00
3A,71,04,60,CA,02,29,00
42,71,04,60,C9,02,29,00
4A,71,04,60,C8,02,29,00
52,71,04,60,C6,02,2A,00
5A,71,04,60,C5,02,2A,00
62,71,04,60,C5,02,29,00
6A,71,04,60,C4,02,29,00
32,71,04,60,CC,02,28,00
3A,71,04,60,CB,02,28,00
42,71,04,60,CB,02,27,00
4A,71,04,60,CA,02,27,00
